seed,duration,num_tries,num_input_toks,num_output_toks
3,70.53749108314514,50,58738,50
4,60.10672211647034,50,58738,50
5,66.10280919075012,50,58738,50
6,59.902751445770264,50,58738,50
7,61.05850696563721,50,58738,50
8,62.606220960617065,50,58738,50
9,58.8054416179657,50,58738,50
