graph_nr,demo,_metric_value,save_name,metric_name
7.0,age,1.1533210940074377,sequential_ollama/gemma4:e4b_zh,same_ratio
7.0,religion,1.2020877239199157,sequential_ollama/gemma4:e4b_zh,same_ratio
7.0,political affiliation,2.0159323501926014,sequential_ollama/gemma4:e4b_zh,same_ratio
7.0,gender,0.7529855988760098,sequential_ollama/gemma4:e4b_zh,cross_ratio
7.0,race/ethnicity,0.7284697886800467,sequential_ollama/gemma4:e4b_zh,cross_ratio
7.0,age,0.8653250232359108,sequential_ollama/gemma4:e4b_zh,cross_ratio
7.0,religion,0.8960834448075587,sequential_ollama/gemma4:e4b_zh,cross_ratio
7.0,political affiliation,0.021513874253600282,sequential_ollama/gemma4:e4b_zh,cross_ratio
8.0,gender,1.1828299983619701,sequential_ollama/gemma4:e4b_zh,same_ratio
8.0,race/ethnicity,1.2530150080400213,sequential_ollama/gemma4:e4b_zh,same_ratio
8.0,age,1.1560101846411337,sequential_ollama/gemma4:e4b_zh,same_ratio
8.0,religion,1.1900906735751295,sequential_ollama/gemma4:e4b_zh,same_ratio
8.0,political affiliation,2.022428077556404,sequential_ollama/gemma4:e4b_zh,same_ratio
8.0,gender,0.823908927859705,sequential_ollama/gemma4:e4b_zh,cross_ratio
8.0,race/ethnicity,0.7724826284291281,sequential_ollama/gemma4:e4b_zh,cross_ratio
8.0,age,0.8786240413229968,sequential_ollama/gemma4:e4b_zh,cross_ratio
8.0,religion,0.9022525090145193,sequential_ollama/gemma4:e4b_zh,cross_ratio
8.0,political affiliation,0.015257572738142686,sequential_ollama/gemma4:e4b_zh,cross_ratio
9.0,gender,1.375071398415576,sequential_ollama/gemma4:e4b_zh,same_ratio
9.0,race/ethnicity,1.361811631497684,sequential_ollama/gemma4:e4b_zh,same_ratio
9.0,age,1.1435092578345385,sequential_ollama/gemma4:e4b_zh,same_ratio
9.0,religion,1.300947187141217,sequential_ollama/gemma4:e4b_zh,same_ratio
9.0,political affiliation,2.032185164030099,sequential_ollama/gemma4:e4b_zh,same_ratio
9.0,gender,0.6387533486414083,sequential_ollama/gemma4:e4b_zh,cross_ratio
9.0,race/ethnicity,0.6746500057850284,sequential_ollama/gemma4:e4b_zh,cross_ratio
9.0,age,0.8926806909640167,sequential_ollama/gemma4:e4b_zh,cross_ratio
9.0,religion,0.8452484179842443,sequential_ollama/gemma4:e4b_zh,cross_ratio
9.0,political affiliation,0.005860122464600077,sequential_ollama/gemma4:e4b_zh,cross_ratio
